pair_id,layer,cosine_dist
2,7,0.0062215328216552734
2,8,0.008138656616210938
2,9,0.009593605995178223
2,10,0.01246023178100586
2,11,0.013643920421600342
2,12,0.013907372951507568
2,13,0.0133514404296875
2,14,0.013562917709350586
2,15,0.014519214630126953
2,16,0.013763964176177979
2,17,0.012807011604309082
2,18,0.012053608894348145
2,19,0.011821627616882324
2,20,0.01191568374633789
2,21,0.012858390808105469
2,22,0.012698173522949219
2,23,0.012047111988067627
2,24,0.011485695838928223
2,25,0.011340320110321045
2,26,0.011484861373901367
2,27,0.012178242206573486
2,28,0.013707160949707031
2,29,0.014954805374145508
2,30,0.014263749122619629
2,31,0.014477074146270752
2,32,0.016239166259765625
3,0,1.7881393432617188e-07
3,1,2.1278858184814453e-05
3,2,0.00011813640594482422
3,3,0.0003949403762817383
3,4,0.0016639232635498047
3,5,0.0024694204330444336
3,6,0.003206610679626465
3,7,0.004593014717102051
3,8,0.006754457950592041
3,9,0.008803367614746094
3,10,0.013058483600616455
3,11,0.015395283699035645
3,12,0.016612768173217773
3,13,0.01865386962890625
3,14,0.01830238103866577
3,15,0.018751025199890137
3,16,0.0166013240814209
3,17,0.014467298984527588
3,18,0.012014269828796387
3,19,0.010659456253051758
3,20,0.009813427925109863
3,21,0.009083211421966553
3,22,0.008430659770965576
3,23,0.0074773430824279785
3,24,0.006597578525543213
3,25,0.006150722503662109
3,26,0.006004810333251953
3,27,0.005949556827545166
3,28,0.006544947624206543
3,29,0.0075653791427612305
3,30,0.007468163967132568
3,31,0.007225096225738525
3,32,0.007105350494384766
4,0,1.7881393432617188e-07
4,1,5.14984130859375e-05
4,2,0.00019240379333496094
4,3,0.0003756880760192871
4,4,0.0038481950759887695
4,5,0.005669653415679932
4,6,0.005956470966339111
4,7,0.011432528495788574
4,8,0.013715505599975586
4,9,0.012449026107788086
4,10,0.01515650749206543
4,11,0.01678645610809326
4,12,0.020931124687194824
4,13,0.026469051837921143
4,14,0.034340858459472656
4,15,0.04081064462661743
4,16,0.04117864370346069
4,17,0.039043545722961426
4,18,0.035195231437683105
4,19,0.03326445817947388
4,20,0.030603528022766113
4,21,0.027793407440185547
4,22,0.02465265989303589
4,23,0.02277207374572754
4,24,0.021039485931396484
4,25,0.019525349140167236
4,26,0.01932227611541748
4,27,0.019492626190185547
4,28,0.021556437015533447
4,29,0.026913166046142578
4,30,0.022111177444458008
4,31,0.026595890522003174
4,32,0.028302907943725586
5,0,1.7881393432617188e-07
5,1,5.507469177246094e-05
5,2,0.00013256072998046875
5,3,0.0003299713134765625
5,4,0.0033851265907287598
5,5,0.005490779876708984
5,6,0.004987835884094238
5,7,0.008237600326538086
5,8,0.010203123092651367
5,9,0.010587692260742188
5,10,0.013081550598144531
5,11,0.01563560962677002
5,12,0.023007631301879883
5,13,0.028192639350891113
5,14,0.038529932498931885
5,15,0.046361446380615234
5,16,0.0498390793800354
5,17,0.048327624797821045
5,18,0.043628692626953125
5,19,0.04030841588973999
5,20,0.036188483238220215
5,21,0.03247809410095215
5,22,0.028550803661346436
5,23,0.02575439214706421
5,24,0.023683249950408936
5,25,0.022172212600708008
5,26,0.02160888910293579
5,27,0.021603047847747803
5,28,0.0228998064994812
5,29,0.02452254295349121
5,30,0.021544575691223145
5,31,0.023647189140319824
5,32,0.025691986083984375
6,0,1.7881393432617188e-07
6,1,8.624792098999023e-05
6,2,0.0002014636993408203
6,3,0.0003113746643066406
6,4,0.003101944923400879
6,5,0.005210936069488525
6,6,0.00579148530960083
6,7,0.009519040584564209
6,8,0.012689650058746338
6,9,0.013529300689697266
6,10,0.015207171440124512
6,11,0.016589641571044922
6,12,0.024245619773864746
6,13,0.031129777431488037
6,14,0.037104010581970215
6,15,0.04328620433807373
6,16,0.045295536518096924
6,17,0.04429817199707031
6,18,0.04192167520523071
6,19,0.04109787940979004
6,20,0.03830218315124512
6,21,0.03615647554397583
6,22,0.03329324722290039
6,23,0.030720651149749756
6,24,0.028200149536132812
6,25,0.02660214900970459
6,26,0.026041388511657715
6,27,0.026122868061065674
6,28,0.02932918071746826
6,29,0.03191578388214111
6,30,0.02822113037109375
6,31,0.03042525053024292
6,32,0.033577919006347656
7,0,1.7881393432617188e-07
7,1,5.6743621826171875e-05
7,2,0.0001659989356994629
7,3,0.0003718137741088867
7,4,0.0029573440551757812
7,5,0.00460284948348999
7,6,0.0051043033599853516
7,7,0.008959531784057617
7,8,0.010763585567474365
7,9,0.01059579849243164
7,10,0.012128770351409912
7,11,0.014174401760101318
7,12,0.02139526605606079
7,13,0.028530120849609375
7,14,0.035057783126831055
7,15,0.03995794057846069
7,16,0.04303336143493652
7,17,0.039182066917419434
7,18,0.03666257858276367
7,19,0.034680962562561035
7,20,0.031289756298065186
7,21,0.028499305248260498
7,22,0.025521278381347656
7,23,0.02283799648284912
7,24,0.02045118808746338
7,25,0.0186617374420166
7,26,0.017887592315673828
7,27,0.017180979251861572
7,28,0.01788008213043213
7,29,0.0183640718460083
7,30,0.016535639762878418
7,31,0.018680691719055176
7,32,0.020027518272399902
8,0,1.7881393432617188e-07
8,1,2.0444393157958984e-05
8,2,4.70280647277832e-05
8,3,0.00017058849334716797
8,4,0.0025438666343688965
8,5,0.003778815269470215
8,6,0.004479944705963135
8,7,0.0056923627853393555
8,8,0.008653402328491211
8,9,0.00975865125656128
8,10,0.01251155138015747
8,11,0.014040470123291016
8,12,0.015580058097839355
8,13,0.01974618434906006
8,14,0.022763967514038086
8,15,0.023717164993286133
8,16,0.022922277450561523
8,17,0.02189546823501587
8,18,0.020270943641662598
8,19,0.021001756191253662
8,20,0.019968748092651367
8,21,0.02043771743774414
8,22,0.019261598587036133
8,23,0.018822193145751953
8,24,0.018356025218963623
8,25,0.018077373504638672
8,26,0.018728315830230713
8,27,0.020285725593566895
8,28,0.022954940795898438
8,29,0.03352713584899902
8,30,0.02639681100845337
8,31,0.024718761444091797
8,32,0.027262628078460693
9,0,1.7881393432617188e-07
9,1,1.919269561767578e-05
9,2,0.00010162591934204102
9,3,0.0002551078796386719
9,4,0.002175271511077881
9,5,0.003065943717956543
9,6,0.0030968189239501953
9,7,0.004064202308654785
9,8,0.005791962146759033
9,9,0.00796806812286377
9,10,0.010704576969146729
9,11,0.01241081953048706
9,12,0.015355885028839111
9,13,0.018401741981506348
9,14,0.02298349142074585
9,15,0.023596763610839844
9,16,0.024641036987304688
9,17,0.02225250005722046
9,18,0.02041482925415039
9,19,0.01979607343673706
9,20,0.018060922622680664
9,21,0.017795085906982422
9,22,0.016387939453125
9,23,0.01552039384841919
9,24,0.014810502529144287
9,25,0.014345705509185791
9,26,0.014133214950561523
9,27,0.01505202054977417
9,28,0.01651012897491455
9,29,0.022442102432250977
9,30,0.020795822143554688
9,31,0.01808220148086548
9,32,0.020243704319000244
10,0,1.7881393432617188e-07
10,1,3.141164779663086e-05
10,2,0.00010371208190917969
10,3,0.00016808509826660156
10,4,0.0021052956581115723
10,5,0.0034804940223693848
10,6,0.004277825355529785
10,7,0.00584864616394043
10,8,0.007755100727081299
10,9,0.007716774940490723
10,10,0.009962201118469238
10,11,0.01088327169418335
10,12,0.013399660587310791
10,13,0.015865325927734375
10,14,0.019144654273986816
10,15,0.021262049674987793
10,16,0.022216081619262695
10,17,0.020798981189727783
10,18,0.021468758583068848
10,19,0.023196160793304443
10,20,0.023161768913269043
10,21,0.02546381950378418
10,22,0.026150822639465332
10,23,0.026615381240844727
10,24,0.026886165142059326
10,25,0.029135286808013916
10,26,0.0305558443069458
10,27,0.03299665451049805
10,28,0.037964820861816406
10,29,0.060038089752197266
10,30,0.041568219661712646
10,31,0.037957072257995605
10,32,0.043083250522613525
11,0,1.7881393432617188e-07
11,1,0.00017005205154418945
11,2,0.00017595291137695312
11,3,0.00047528743743896484
11,4,0.002626180648803711
11,5,0.003503084182739258
11,6,0.004369616508483887
11,7,0.005586981773376465
11,8,0.006875276565551758
11,9,0.007556438446044922
11,10,0.010755360126495361
11,11,0.012077689170837402
11,12,0.015788555145263672
11,13,0.021277785301208496
11,14,0.02354896068572998
11,15,0.024491071701049805
11,16,0.02499985694885254
11,17,0.022949576377868652
11,18,0.022112250328063965
11,19,0.022774457931518555
11,20,0.021528542041778564
11,21,0.021337151527404785
11,22,0.020798563957214355
11,23,0.02007138729095459
11,24,0.019246339797973633
11,25,0.0198783278465271
11,26,0.0203094482421875
11,27,0.02118617296218872
11,28,0.023280024528503418
11,29,0.03233206272125244
11,30,0.02514803409576416
11,31,0.023878931999206543
11,32,0.026089847087860107
12,0,1.7881393432617188e-07
12,1,4.112720489501953e-05
12,2,9.40561294555664e-05
12,3,0.00033986568450927734
12,4,0.0036887526512145996
12,5,0.005214035511016846
12,6,0.0045125484466552734
12,7,0.005581200122833252
12,8,0.008600592613220215
12,9,0.011297941207885742
12,10,0.01565617322921753
12,11,0.01652759313583374
12,12,0.017380058765411377
12,13,0.018149852752685547
12,14,0.017756223678588867
12,15,0.01636725664138794
12,16,0.01508176326751709
12,17,0.014571130275726318
12,18,0.013272225856781006
12,19,0.013034224510192871
12,20,0.012283861637115479
12,21,0.01186990737915039
12,22,0.01092517375946045
12,23,0.010344743728637695
12,24,0.009365081787109375
12,25,0.00904381275177002
12,26,0.008804917335510254
12,27,0.009067058563232422
12,28,0.010388672351837158
12,29,0.012335538864135742
12,30,0.01187121868133545
12,31,0.013036847114562988
12,32,0.013702392578125
13,0,1.7881393432617188e-07
13,1,3.814697265625e-05
13,2,0.00011271238327026367
13,3,0.00034815073013305664
13,4,0.0035660266876220703
13,5,0.00518035888671875
13,6,0.004471898078918457
13,7,0.00439375638961792
13,8,0.00586313009262085
13,9,0.008032381534576416
13,10,0.010650873184204102
13,11,0.010969221591949463
13,12,0.012333571910858154
13,13,0.011905312538146973
13,14,0.011500835418701172
13,15,0.011400818824768066
13,16,0.010642468929290771
13,17,0.01033097505569458
13,18,0.009459972381591797
13,19,0.008632838726043701
13,20,0.008395195007324219
13,21,0.008076906204223633
13,22,0.0075293779373168945
13,23,0.006904721260070801
13,24,0.0062198638916015625
13,25,0.006275594234466553
13,26,0.006212472915649414
13,27,0.006345093250274658
13,28,0.00701141357421875
13,29,0.008679449558258057
13,30,0.008385777473449707
13,31,0.008205950260162354
13,32,0.008942008018493652
14,0,1.7881393432617188e-07
14,1,0.0001245737075805664
14,2,0.00015974044799804688
14,3,0.0003160238265991211
14,4,0.003726363182067871
14,5,0.0057656168937683105
14,6,0.005113184452056885
14,7,0.00533062219619751
14,8,0.00745546817779541
14,9,0.008667230606079102
14,10,0.011124491691589355
14,11,0.011822640895843506
14,12,0.012710332870483398
14,13,0.011596202850341797
14,14,0.011132299900054932
14,15,0.010725438594818115
14,16,0.010356664657592773
14,17,0.009781897068023682
14,18,0.009454071521759033
14,19,0.009424328804016113
14,20,0.009331822395324707
14,21,0.00972449779510498
14,22,0.009301245212554932
14,23,0.008955657482147217
14,24,0.008547484874725342
14,25,0.008834600448608398
14,26,0.009043097496032715
14,27,0.009392380714416504
14,28,0.01075589656829834
14,29,0.0143890380859375
14,30,0.013451993465423584
14,31,0.013178050518035889
14,32,0.01375436782836914
15,0,1.7881393432617188e-07
15,1,3.6776065826416016e-05
15,2,8.994340896606445e-05
15,3,0.00030744075775146484
15,4,0.003474116325378418
15,5,0.005374252796173096
15,6,0.005151987075805664
15,7,0.005302906036376953
15,8,0.007153987884521484
15,9,0.0078081488609313965
15,10,0.010845541954040527
15,11,0.01167762279510498
15,12,0.012899994850158691
15,13,0.01512610912322998
15,14,0.01400083303451538
15,15,0.013617396354675293
15,16,0.012129545211791992
15,17,0.010350584983825684
15,18,0.009354174137115479
15,19,0.008672952651977539
15,20,0.008256256580352783
15,21,0.007769286632537842
15,22,0.0074481964111328125
15,23,0.0069086551666259766
15,24,0.006344318389892578
15,25,0.006266593933105469
15,26,0.006272077560424805
15,27,0.006309092044830322
15,28,0.006718635559082031
15,29,0.007035791873931885
15,30,0.007431507110595703
15,31,0.007413148880004883
15,32,0.007797420024871826
